SNo,Review_ID,Review_Title,Review_Text,Rating,Date_Time,Reviewer_Name,Location,Product_Name,Category,Verified_Purchase,Site
14,FK_20251019_161804_11,,5Very good build quality.READ MORE,5.0,"Sep, 2022",Prakash Kumar,,"ARISTOCRAT 
Hard Body Set of 3 Luggage 4 Wheels - Airstop 3 (Small 53cm | Medium 63cm | Large 73cm) ",,Yes,Flipkart
15,FK_20251019_161804_13,,5Awesome product one must buy.READ MORE,5.0,"Oct, 2022",Flipkart Customer,,"ARISTOCRAT 
Hard Body Set of 3 Luggage 4 Wheels - Airstop 3 (Small 53cm | Medium 63cm | Large 73cm) ",,Yes,Flipkart
16,FK_20251019_161804_14,,"5This trolley appears to be ideal for solo travelers, offering great value for the money.READ MORE",5.0,"Jun, 2023",Aayush Karn,,"ARISTOCRAT 
Hard Body Set of 3 Luggage 4 Wheels - Airstop 3 (Small 53cm | Medium 63cm | Large 73cm) ",,Yes,Flipkart
17,FK_20251019_161828_7,,5SuperREAD MORE,5.0,,Tarun  Narayan,24 days ago,"Safari 
Hard Body Set of 3 Luggage 8 Wheels - Magnum Evolix 3P set 4W - Grey, Orange",,Yes,Flipkart
18,FK_20251019_161828_8,,5OkREAD MORE,5.0,,MOHD  ISARAIL,22 days ago,"Safari 
Hard Body Set of 3 Luggage 8 Wheels - Magnum Evolix 3P set 4W - Grey, Orange",,Yes,Flipkart
19,FK_20251019_161828_9,,5Fantastic....READ MORE,5.0,,Flipkart Customer,19 days ago,"Safari 
Hard Body Set of 3 Luggage 8 Wheels - Magnum Evolix 3P set 4W - Grey, Orange",,Yes,Flipkart
20,FK_20251019_161739_9,,5Very good products quality was very goodLove this item ❤❤❤❤❤❤❤READ MORE,5.0,"Oct, 2022",Biswajit Mishra,,"ARISTOCRAT 
Hard Body Set of 3 Luggage 8 Wheels - Olympus 3 (Small 55cm | Medium 66cm | Large 77cm) ",,Yes,Flipkart
21,FK_20251019_161739_10,,5Product  akdam ok  fantasticREAD MORE,5.0,"Sep, 2022",Durgesh  Damahe,,"ARISTOCRAT 
Hard Body Set of 3 Luggage 8 Wheels - Olympus 3 (Small 55cm | Medium 66cm | Large 77cm) ",,Yes,Flipkart
22,FK_20251019_161739_12,,5Good Product!READ MORE,5.0,"Sep, 2022",Flipkart Customer,,"ARISTOCRAT 
Hard Body Set of 3 Luggage 8 Wheels - Olympus 3 (Small 55cm | Medium 66cm | Large 77cm) ",,Yes,Flipkart
23,FK_20251011_144038_11,Classy product,Premium Quality..👌READ MORE,5.0,"Sep, 2022",Sudarshan Suresh Poojari,,Thomson 7.5 kg 5 Star Aqua Magic Semi Automatic Top Load Washing Machine Black  (TSA7500SP),,Yes,Flipkart
24,FK_20251011_144038_10,Simply awesome,Awesome product Thank you Flipkart.READ MORE,5.0,"Jul, 2023",Md Quamar Danish,,Thomson 7.5 kg 5 Star Aqua Magic Semi Automatic Top Load Washing Machine Black  (TSA7500SP),,Yes,Flipkart
25,FK_20251011_144038_9,Simply awesome,Average plastic quality but product n getup is very good..READ MORE,5.0,"Oct, 2022",Bappa Ghosh,,Thomson 7.5 kg 5 Star Aqua Magic Semi Automatic Top Load Washing Machine Black  (TSA7500SP),,Yes,Flipkart
26,FK_20251011_135433_12,Brilliant,The price was Great Quality ......Easy to connectPlug and use ....But only one thing i didn't likeThat was  Mouse Need One AA size battaryAndKeyboards need two AAA size batteries....Batteries not included in boxREAD MORE,5.0,"May, 2022",Subhasis Deepika,,Portronics POR-1569 Combo Set  (Grey),,Yes,Flipkart
27,FK_20251011_135433_11,Awesome,Good qualityREAD MORE,5.0,"Apr, 2022",Monu  Kumar,,Portronics POR-1569 Combo Set  (Grey),,Yes,Flipkart
28,FK_20251011_135433_10,Best in the market!,"Awesome purchase at awesome price.Patronics never disappoints you.This js my second purchase .1st purchase is more than a year old & now hope this one also don't disappoints.Go for it Looks is classy .red colour looks adorable..Works wise you'll will not be disappointed.Highly recommend.update after 3 months of use - Mouse stopped working.Asked for warranty claim from Patronics,they asked me to send the package then try will analyse itREAD MORE",5.0,"Jan, 2022",ABHINAV  VERMA,,Portronics POR-1569 Combo Set  (Grey),,Yes,Flipkart
29,FK_20251011_135433_9,Terrific,The buttons are quite soft and sound of the buttons are pretty good. And for sure keyboard have a good design. Coming on to Mouse it has a good look the scroll button is hard to press as compared with others mouses but it is reliable and handy.The size of mouse is good. Every single penny is worth it. I would recommend you guys to purchase this productREAD MORE,5.0,"Jun, 2022",S K MOMIN ALI,,Portronics POR-1569 Combo Set  (Grey),,Yes,Flipkart
30,FK_20251011_135433_8,Just wow!,Nice product .... Tx Flipkart .....READ MORE,5.0,"Mar, 2023",Sayal Mandal,,Portronics POR-1569 Combo Set  (Grey),,Yes,Flipkart
31,FK_20251011_135433_7,Super!,Nice product for give Flipkart so goodREAD MORE,5.0,"Jan, 2022",Janardan pal,,Portronics POR-1569 Combo Set  (Grey),,Yes,Flipkart
32,FK_20251011_135433_6,Super!,"Grey & Black EditionPros• Plastic Looks Premium• Keys are well spaced• Mouse is also looks cool• Num Caps Lock Indicator & also a Battery IndicatorCons• Build Quality is Decent not that much good, Overall I will Recommend If you are a BeginnerREAD MORE",5.0,"Apr, 2022",Yash Lohar,,Portronics POR-1569 Combo Set  (Grey),,Yes,Flipkart
33,FK_20251011_135407_14,Awesome,very nice keyboardREAD MORE,5.0,"Sep, 2018",Amit Maurya,,"DELL KB216 Multimedia Keyboard with USB Interface, Plunger Keys Technology & Chiclet Wired USB Stand",,Yes,Flipkart
34,FK_20251011_135407_13,Terrific,I am using the same one from last 1 year and its the best one so I purchased another one for my home use.Dell is offering the best keyboard in this price range.Go for it with the best brand #DellREAD MORE,5.0,"Jun, 2020",Deepak Jain,,"DELL KB216 Multimedia Keyboard with USB Interface, Plunger Keys Technology & Chiclet Wired USB Stand",,Yes,Flipkart
35,FK_20251011_135407_12,No Words...Just Buy It ! You Won't Regret It !,Superb Product...just loved the slim build and the Dell originality...Awesome Keyboard for all Laptop / PC users...so much user-friendly with delicate keys...Overall had a good transaction / buying experience with Flipkart & the service.Got it in just after 1 day from Order date :-)I would definitely recommend this product to buyers who seek external keyboards online !!READ MORE,5.0,"Oct, 2018",RAJA BASUMATARY,,"DELL KB216 Multimedia Keyboard with USB Interface, Plunger Keys Technology & Chiclet Wired USB Stand",,Yes,Flipkart
36,FK_20251011_141906_14,Wonderful,Good 👍READ MORE,5.0,"May, 2023",Jignesh Vala,,"Fire-Boltt Ninja Calling Pro Plus 46.5mm (1.83) Display Bluetooth Calling, AI Voice Smartwatch  (Sil",,Yes,Flipkart
37,FK_20251011_141906_13,Terrific purchase,Awesom qualityRubber is expensive all over design greatBattry run 8 days without callingFast charging 😍(.) (.) =( . ) ( . ) 😅🤪READ MORE,5.0,"Mar, 2023",shahzain  Ansari,,"Fire-Boltt Ninja Calling Pro Plus 46.5mm (1.83) Display Bluetooth Calling, AI Voice Smartwatch  (Sil",,Yes,Flipkart
38,FK_20251011_141906_12,Best in the market!,Wow NiceREAD MORE,5.0,"Feb, 2023",Flipkart Customer,,"Fire-Boltt Ninja Calling Pro Plus 46.5mm (1.83) Display Bluetooth Calling, AI Voice Smartwatch  (Sil",,Yes,Flipkart
39,FK_20251019_160746_7,Worth every penny,Very good product. It looks so nice and make comfortable for Laptop Use. Satisfied with the Product.READ MORE,5.0,"Dec, 2021",Abhay  Dwivedi,,EVOFOX Typhoon 17.3 inches with blue LED 5 Fan Ergonomic Cooling Pad with Adjustable Height  (Black),,Yes,Flipkart
40,FK_20251019_161828_14,,5Very goodREAD MORE,5.0,,Aalima Tanvir,17 days ago,"Safari 
Hard Body Set of 3 Luggage 8 Wheels - Magnum Evolix 3P set 4W - Grey, Orange",,Yes,Flipkart
41,FK_20251019_161853_6,,5Its pretty cool wheel are so smooth handle is quaite strong...its nice one 👍READ MORE,5.0,"Oct, 2022",Subham Das,,"ARISTOCRAT 
Small Cabin Suitcase (55 cm) 4 Wheels - Airstop 53 - Hardbody Trolley Bag - Grey",,Yes,Flipkart
42,FK_20251019_161853_8,,5Thank you FlipkartREAD MORE,5.0,"Sep, 2022",Sachin Lodhi,,"ARISTOCRAT 
Small Cabin Suitcase (55 cm) 4 Wheels - Airstop 53 - Hardbody Trolley Bag - Grey",,Yes,Flipkart
43,FK_20251019_161853_9,,5Best productREAD MORE,5.0,"Oct, 2022",Firdosh  Ali,,"ARISTOCRAT 
Small Cabin Suitcase (55 cm) 4 Wheels - Airstop 53 - Hardbody Trolley Bag - Grey",,Yes,Flipkart
44,FK_20251019_161853_10,,"5Totally agree with the quality, I bought in big billion day in very low priceREAD MORE",5.0,"Oct, 2022",Raj Baid,,"ARISTOCRAT 
Small Cabin Suitcase (55 cm) 4 Wheels - Airstop 53 - Hardbody Trolley Bag - Grey",,Yes,Flipkart
45,FK_20251019_161853_11,,5Very good build quality.READ MORE,5.0,"Sep, 2022",Prakash Kumar,,"ARISTOCRAT 
Small Cabin Suitcase (55 cm) 4 Wheels - Airstop 53 - Hardbody Trolley Bag - Grey",,Yes,Flipkart
46,FK_20251019_160746_10,Excellent,"Good one, no sound at allREAD MORE",5.0,"Apr, 2022",Shravanthi Alugoju,,EVOFOX Typhoon 17.3 inches with blue LED 5 Fan Ergonomic Cooling Pad with Adjustable Height  (Black),,Yes,Flipkart
47,FK_20251019_160811_4,Excellent,best cooling pad .and those RGB lights are great love itmust buy . full value of money.and no more heating of laptopREAD MORE,5.0,,Flipkart Customer,4 months ago,"ZEBRONICS NC8000 upto 17 inch, 5 Fans, Speed Control, 10 RGB Modes, Mobile Holder 5 Fan Cooling Pad ",,Yes,Flipkart
48,FK_20251019_160811_5,Excellent,best cooling pad .and those RGB lights are great love itmust buy . full value of money.and no more heating of laptopREAD MORE,5.0,,Flipkart Customer,4 months ago,"ZEBRONICS NC8000 upto 17 inch, 5 Fans, Speed Control, 10 RGB Modes, Mobile Holder 5 Fan Cooling Pad ",,Yes,Flipkart
49,FK_20251019_160811_7,Terrific purchase,Good productREAD MORE,5.0,,Rajesh  Bagarti,2 days ago,"ZEBRONICS NC8000 upto 17 inch, 5 Fans, Speed Control, 10 RGB Modes, Mobile Holder 5 Fan Cooling Pad ",,Yes,Flipkart
50,FK_20251019_161853_14,,"5This trolley appears to be ideal for solo travelers, offering great value for the money.READ MORE",5.0,"Jun, 2023",Aayush Karn,,"ARISTOCRAT 
Small Cabin Suitcase (55 cm) 4 Wheels - Airstop 53 - Hardbody Trolley Bag - Grey",,Yes,Flipkart
51,FK_20251019_161918_8,,5Good productREAD MORE,5.0,"Dec, 2018",Flipkart Customer,,"ARISTOCRAT 
Small Cabin Suitcase (55 cm) 4 Wheels - Photon 55 - Hardbody Trolley Bag - Teal",,Yes,Flipkart
52,FK_20251019_161918_9,,5Awesome color (Teal)Spacious enough for 2 to 3 days of cloths plus other accessories.Really liked it.READ MORE,5.0,"Oct, 2018",Pranav Patel,,"ARISTOCRAT 
Small Cabin Suitcase (55 cm) 4 Wheels - Photon 55 - Hardbody Trolley Bag - Teal",,Yes,Flipkart
53,FK_20251019_161918_10,,5awesome one. thanks FlipkartREAD MORE,5.0,"Oct, 2018",Samiksha Sarangi,,"ARISTOCRAT 
Small Cabin Suitcase (55 cm) 4 Wheels - Photon 55 - Hardbody Trolley Bag - Teal",,Yes,Flipkart
54,FK_20251019_161918_11,,"5Good Quality, trolley wheels are working smooth nd properly.READ MORE",5.0,"Jul, 2021",Flipkart Customer,,"ARISTOCRAT 
Small Cabin Suitcase (55 cm) 4 Wheels - Photon 55 - Hardbody Trolley Bag - Teal",,Yes,Flipkart
55,FK_20251019_160719_8,Great product,Great product  it can drop the cpu temperature slightly and maintain the same but it is not table fan so don't expect so much air . What it supplies is sufficient for my Laptop.I am happy with it in this price range.READ MORE,5.0,"Aug, 2021",SUDHANSHU KUMAR  SINHA,,"ZEBRONICS Zeb-NC7000 USB powered Laptop Cooling Pad for Laptops/Notebook up to 43.18cm (17), Large 1",,Yes,Flipkart
56,FK_20251019_160719_9,Must buy!,GREAT EXPERIENCE WORTH EVERY PENNY!IT REALLY COOLS DOWN MY NOTEBOOK WHICH DID HAVE SOME HEATING ISSUES.IT SURELY DID ENHANCED THE PERFORMANCE !READ MORE,5.0,"Sep, 2021",Ankith Amardeep,,"ZEBRONICS Zeb-NC7000 USB powered Laptop Cooling Pad for Laptops/Notebook up to 43.18cm (17), Large 1",,Yes,Flipkart
57,FK_20251019_160719_11,Perfect product!,Good productREAD MORE,5.0,"Jul, 2021",Flipkart Customer,,"ZEBRONICS Zeb-NC7000 USB powered Laptop Cooling Pad for Laptops/Notebook up to 43.18cm (17), Large 1",,Yes,Flipkart
58,FK_20251019_160719_12,Great product,"Good product. Worth the price, the quality of the product is also good. The very important feature is that there is no noise from the fan 👍Worth to buyREAD MORE",5.0,"Aug, 2021",Nishanth Ravichandran,,"ZEBRONICS Zeb-NC7000 USB powered Laptop Cooling Pad for Laptops/Notebook up to 43.18cm (17), Large 1",,Yes,Flipkart
59,FK_20251019_160719_13,Wonderful,Nyc product 👍READ MORE,5.0,"Feb, 2022",Rajesh Sanapala,,"ZEBRONICS Zeb-NC7000 USB powered Laptop Cooling Pad for Laptops/Notebook up to 43.18cm (17), Large 1",,Yes,Flipkart
60,FK_20251019_160746_6,Highly recommended!! Great product that actually works!,Very good and decent product. I was confused between so many identical looking chinese cooling pads. But Amkette Typhoon seemed to be of a much better quality and excellent finish. Light weight and no noise. I am using this and till now I am satisfied and had a good experience. Very much recommended. Certainly helps in cooling the laptop and also in tilting so that neck remains straight. Size is enough for even large sized laptops. Can certainly be considered and purchased. Price wise also ve...READ MORE,5.0,"Oct, 2021",Abhishek Kumar,,EVOFOX Typhoon 17.3 inches with blue LED 5 Fan Ergonomic Cooling Pad with Adjustable Height  (Black),,Yes,Flipkart
61,FK_20251019_162008_6,,5Amazing purchase.More than expected. Trendy bag.READ MORE,5.0,,Flipkart Customer,5 months ago,"LAVIE 
Women Beige Satchel",,Yes,Flipkart
62,FK_20251019_160653_4,Terrific,Work fine with android tv also support jio games and xbox cloud gamesREAD MORE,5.0,,Loutefoul  islam,6 months ago,"EVOFOX One S Universal 3-Mode Wireless & Wired Gamepad  (Black, For PC, iOS, Android)",,Yes,Flipkart
63,FK_20251019_160653_5,Terrific,Work fine with android tv also support jio games and xbox cloud gamesREAD MORE,5.0,,Loutefoul  islam,5 months ago,"EVOFOX One S Universal 3-Mode Wireless & Wired Gamepad  (Black, For PC, iOS, Android)",,Yes,Flipkart
64,FK_20251019_160653_6,Highly recommended,This game pad is very good to play games easily. This is of very good quality and price is also reasonable. Wireless and easy to use properly. I like thisREAD MORE,5.0,,vranda Kansal,6 months ago,"EVOFOX One S Universal 3-Mode Wireless & Wired Gamepad  (Black, For PC, iOS, Android)",,Yes,Flipkart
65,FK_20251019_160653_7,Highly recommended,Excellent... I tried playing multiple games on Android TV and on PC and it worked perfectly fine..Worth varma worthuuuREAD MORE,5.0,,Kalyan Elluru,4 months ago,"EVOFOX One S Universal 3-Mode Wireless & Wired Gamepad  (Black, For PC, iOS, Android)",,Yes,Flipkart
66,FK_20251019_160653_9,Mind-blowing purchase,It works perfectly fine. Very easy connectivity with my ipad . If u have ipad just go for it. U can connect it to ipad via bluetooth or usb cable . Beautiful product..READ MORE,5.0,,Flipkart Customer,3 months ago,"EVOFOX One S Universal 3-Mode Wireless & Wired Gamepad  (Black, For PC, iOS, Android)",,Yes,Flipkart
67,FK_20251019_160653_13,Mind-blowing purchase,"Don't go for other expensive controller when u are having this option it fits in hands of a kid , an adult like u have used this for your whole life it  feels very premium.READ MORE",5.0,,Hitesh Arora,4 months ago,"EVOFOX One S Universal 3-Mode Wireless & Wired Gamepad  (Black, For PC, iOS, Android)",,Yes,Flipkart
68,FK_20251019_160653_14,Brilliant,best gamepad you can get at this price range. Ow man the build quality is top notch. Magnetic halo joystick is on point. 0.0 error accuracy on gamepad calibration app. Adjustable vibration and the vibration is very well tuned. Feels very comfortable on holding it on hands. One of the best thing is the easy joystick press button on the back. its very convenient. dont have to press the joystick very hard for it. just press on the back. Iam not joking this thing is good. go for itREAD MORE,5.0,,Josephin George,6 months ago,"EVOFOX One S Universal 3-Mode Wireless & Wired Gamepad  (Black, For PC, iOS, Android)",,Yes,Flipkart
69,FK_20251019_160719_4,Highly recommended,A honest review after using it 2 weekIts the best coller i have ever seenLiterally its just very nice productREAD MORE,5.0,"Feb, 2022",Thakur aditya Singh,Keyur Patel,"ZEBRONICS Zeb-NC7000 USB powered Laptop Cooling Pad for Laptops/Notebook up to 43.18cm (17), Large 1",,Yes,Flipkart
70,FK_20251019_160719_5,Highly recommended,A honest review after using it 2 weekIts the best coller i have ever seenLiterally its just very nice productREAD MORE,5.0,"Jul, 2021",Thakur aditya Singh,,"ZEBRONICS Zeb-NC7000 USB powered Laptop Cooling Pad for Laptops/Notebook up to 43.18cm (17), Large 1",,Yes,Flipkart
71,FK_20251019_161853_13,,5Awesome product one must buy.READ MORE,5.0,"Oct, 2022",Flipkart Customer,,"ARISTOCRAT 
Small Cabin Suitcase (55 cm) 4 Wheels - Airstop 53 - Hardbody Trolley Bag - Grey",,Yes,Flipkart
72,FK_20251019_161918_13,,5very nice product good quality without any doubt you can buy it .READ MORE,5.0,"Sep, 2018",uday sharma,,"ARISTOCRAT 
Small Cabin Suitcase (55 cm) 4 Wheels - Photon 55 - Hardbody Trolley Bag - Teal",,Yes,Flipkart
73,FK_20251019_161918_14,,5awsm product...WORTH OF MONEYREAD MORE,5.0,"Aug, 2018",Florajib,,"ARISTOCRAT 
Small Cabin Suitcase (55 cm) 4 Wheels - Photon 55 - Hardbody Trolley Bag - Teal",,Yes,Flipkart
74,FK_20251019_161918_15,,5Best trolley bag ever ordered from aristocrat first time and it is worth it 55cm is good for every single men and quality of bag is superior loved it.READ MORE,5.0,"Nov, 2022",Aditya  Kulkarni,,"ARISTOCRAT 
Small Cabin Suitcase (55 cm) 4 Wheels - Photon 55 - Hardbody Trolley Bag - Teal",,Yes,Flipkart
75,FK_20251011_144103_8,Classy product,"Awesome product and nice service delivery support by Flipkart, Thanks!READ MORE",5.0,"Mar, 2022",Amit Shikare,,"LG 7 kg 5 Star with Wind Jet Dry, Collar Scrubber and Rust Free Plastic Base Semi Automatic Top Load",,Yes,Flipkart
76,FK_20251011_144103_7,Must buy!,Best one 👍 go for itREAD MORE,5.0,"Jun, 2022",Samparna Pattanayak,,"LG 7 kg 5 Star with Wind Jet Dry, Collar Scrubber and Rust Free Plastic Base Semi Automatic Top Load",,Yes,Flipkart
77,FK_20251011_144103_6,Awesome,"Good product, 5 star electricity rating it consumes low electricity, 3 washing modes work fantastic, Drying part is also awesome only 2 minutes the clothes getting dry. LG means Life's GoodREAD MORE",5.0,"Aug, 2022",Md Asif Parwez,,"LG 7 kg 5 Star with Wind Jet Dry, Collar Scrubber and Rust Free Plastic Base Semi Automatic Top Load",,Yes,Flipkart
78,FK_20251011_144013_14,Worth every penny,The best tab under this price range. Just go for it without any confusion...READ MORE,5.0,"Aug, 2023",shaik abrar,,realme Pad 2 8 GB RAM 256 GB ROM 11.5 inch with 4G Tablet (Inspiration Green),,Yes,Flipkart
79,FK_20251011_144013_13,Super!,A lovely tabletFor students it's bestCamera is good from the perspective of tabletPerformance is very smooth 💪Sound quality is awesome 💯Overall features are good as per this price because you will not get everything in just this much .READ MORE,5.0,"Aug, 2023",Himanshu  Sharma,,realme Pad 2 8 GB RAM 256 GB ROM 11.5 inch with 4G Tablet (Inspiration Green),,Yes,Flipkart
80,FK_20251011_144013_12,Brilliant,Realme pad 2 quality amezing and nice look I'm happy this order 👍👍👍👍READ MORE,5.0,"Aug, 2023",Siyaram Giri,,realme Pad 2 8 GB RAM 256 GB ROM 11.5 inch with 4G Tablet (Inspiration Green),,Yes,Flipkart
81,FK_20251011_144013_11,Terrific purchase,TRADERS Go for it...🔥🔥READ MORE,5.0,"Sep, 2023",Siddharth Kapare,,realme Pad 2 8 GB RAM 256 GB ROM 11.5 inch with 4G Tablet (Inspiration Green),,Yes,Flipkart
82,FK_20251011_144013_10,Brilliant,Nice product realme is always bestREAD MORE,5.0,"Aug, 2023",Vishal Singh,,realme Pad 2 8 GB RAM 256 GB ROM 11.5 inch with 4G Tablet (Inspiration Green),,Yes,Flipkart
83,FK_20251011_144013_9,Great product,Best for students and medicos'READ MORE,5.0,"Sep, 2023",Arunava  Pramanik,,realme Pad 2 8 GB RAM 256 GB ROM 11.5 inch with 4G Tablet (Inspiration Green),,Yes,Flipkart
84,FK_20251011_144013_8,Wonderful,Best for trading 🔥READ MORE,5.0,"Feb, 2024",vineet,,realme Pad 2 8 GB RAM 256 GB ROM 11.5 inch with 4G Tablet (Inspiration Green),,Yes,Flipkart
85,FK_20251011_144013_7,Awesome,Best for trading stocks marketREAD MORE,5.0,"Sep, 2023",Yash Pawar,,realme Pad 2 8 GB RAM 256 GB ROM 11.5 inch with 4G Tablet (Inspiration Green),,Yes,Flipkart
86,FK_20251011_144013_6,Super!,Awesome ProductCamera .... Ok okBattery ... awesomeScreen ... Also goodOverall Value for moneyRecommended to buyREAD MORE,5.0,"Nov, 2023",Jai Madaan,,realme Pad 2 8 GB RAM 256 GB ROM 11.5 inch with 4G Tablet (Inspiration Green),,Yes,Flipkart
87,FK_20251011_144013_5,Just wow! but not for student.,"It's a 1 month review about this product.Battry and Charging:-Using online class 9 hours per day and its still remain 10-15% charging percent.Best and battery and charging.Screen quality is also good.only missing thing is, it should be support realme pen.or everything is okay.who wants it to buy for normal purpose go and buy. but if you are a student and this doesn't provide notes making solution or realme pen for student its not good. in today's era every student sh...READ MORE",5.0,"Sep, 2023",Praveen Prabhakar,,realme Pad 2 8 GB RAM 256 GB ROM 11.5 inch with 4G Tablet (Inspiration Green),,Yes,Flipkart
88,FK_20251011_144013_4,Just wow! but not for student.,"It's a 1 month review about this product.Battry and Charging:-Using online class 9 hours per day and its still remain 10-15% charging percent.Best and battery and charging.Screen quality is also good.only missing thing is, it should be support realme pen.or everything is okay.who wants it to buy for normal purpose go and buy. but if you are a student and this doesn't provide notes making solution or realme pen for student its not good. in today's era every student sh...READ MORE",5.0,"Aug, 2023",Praveen Prabhakar,shaik abrar,realme Pad 2 8 GB RAM 256 GB ROM 11.5 inch with 4G Tablet (Inspiration Green),,Yes,Flipkart
89,FK_20251011_144038_14,Great product,Well performanceREAD MORE,5.0,"Oct, 2022",RAVI RAJ KUMAR,,Thomson 7.5 kg 5 Star Aqua Magic Semi Automatic Top Load Washing Machine Black  (TSA7500SP),,Yes,Flipkart
90,FK_20251011_144038_12,Excellent,SuperREAD MORE,5.0,"Jun, 2023",Sakthi  Raj,,Thomson 7.5 kg 5 Star Aqua Magic Semi Automatic Top Load Washing Machine Black  (TSA7500SP),,Yes,Flipkart
91,FK_20251019_162056_6,,5Amazing purchase.More than expected. Trendy bag.READ MORE,5.0,,Flipkart Customer,5 months ago,"LAVIE 
Women White Satchel",,Yes,Flipkart
92,FK_20251019_162056_9,,"5The quality is super, the spacias and design  is absolutely stunning... Value for money .. 👍👍👍 go for it...READ MORE",5.0,,Shyja Shibu,4 months ago,"LAVIE 
Women White Satchel",,Yes,Flipkart
93,FK_20251019_162056_10,,5Good packaging. The look of the bag is very nice. Thanks FlipkartREAD MORE,5.0,,Saheli Sarkar,4 months ago,"LAVIE 
Women White Satchel",,Yes,Flipkart
94,FK_20251019_162056_11,,5Product is good...but packing quality is not good as expectedREAD MORE,5.0,,Sudipa  Routh,4 months ago,"LAVIE 
Women White Satchel",,Yes,Flipkart
95,FK_20251019_162056_12,,5Very good productREAD MORE,5.0,,Rupa Rani,8 months ago,"LAVIE 
Women White Satchel",,Yes,Flipkart
